correct,in_candidates,correct_spelling,misspelling,phoneme_rep,suggested,suggested_phoneme,candidates
0.0,1.0,making,mkaing,M AH K EY NG,mucking,M AH K IH NG,"['mucking', 'mccain', 'mugging', 'making', 'mocking', 'mekong', 'lucking', 'bucking', 'tucking', 'fucking']"
0.0,1.0,mammal,mamal,M AH M AA L,jamal,JH AH M AA L,"['jamal', 'mccall', 'mammal', 'muffle', 'pummel', 'muscle', 'mussel', 'muddle', 'laval', 'muzzle']"
1.0,1.0,mammalian,mamalian,M AH M AA L Y AH N,mammalian,M AH M EY L Y AH N,"['mammalian', 'somalian', 'medallion', 'mammalian', 'macmillan', 'mcmillan', 'somalia', 'amalia']"
1.0,1.0,management,managment,M AE N AE G M AH N T,management,M AE N IH JH M AH N T,"['management', 'management']"
0.0,0.0,manoeuvre,manouver,M AH N UW V ER,minerva,M AH N ER V AH,"['minerva', 'munster', 'remover', 'conveyor', 'mariner', 'unmoved', 'uncover', 'converse', 'convert', 'converge']"
0.0,0.0,manoeuvre,manuever,M AE N Y UW EH V ER,,,[]
0.0,0.0,manoeuvrability,manoeuverability,M AH N UW V ER AH B IH L IH T IY,,,[]
0.0,0.0,manoeuvrability,manouverability,M AH N UW V ER AH B IH L IH T IY,,,[]
0.0,0.0,manoeuvrable,manouverable,M AH N UW V ER AH B AH L,convertible,K AH N V ER T AH B AH L,['convertible']
0.0,0.0,manoeuvres,manouvers,M AH N UW V ER Z,mariners,M EH R AH N ER Z,"['mariners', 'uncovers', 'commoners', 'movers']"
0.0,0.0,manoeuvres,manuevers,M AE N Y UW EH V ER Z,,,[]
1.0,1.0,manufacture,manufature,M AE N Y AH F EY CH ER,manufacture,M AE N Y AH F AE K CH ER,['manufacture']
0.0,1.0,manufactured,manufatured,M AE N Y AH F EY CH ER D,manufacture,M AE N Y AH F AE K CH ER,"['manufacture', 'manufactured']"
1.0,1.0,manufacturing,manufaturing,M AE N Y AH F EY CH ER IH NG,manufacturing,M AE N Y AH F AE K CH ER IH NG,['manufacturing']
0.0,0.0,wear,mear,M IH R,mere,M IH R,"['mere', 'mir', 'meir', 'mare', 'mill', 'mil', 'meir', 'mire', 'mar', 'more', 'moore']"
1.0,1.0,marketing,marketting,M AA R K EH T IH NG,marketing,M AA R K AH T IH NG,"['marketing', 'marketeer', 'marketed', 'martingale', 'imparting', 'remarking', 'earmarking', 'earmarking', 'embarking', 'markings']"
0.0,0.0,marriage,marrage,M ER AA ZH,mirage,M ER AA ZH,"['mirage', 'garage', 'barrage', 'morel', 'morale', 'merengue', 'moraine', 'marine', 'maroon', 'morose']"
0.0,0.0,marriage,marraige,M ER EY JH,moraine,M ER EY N,"['moraine', 'merengue', 'marine', 'courage', 'maria', 'mange', 'morel', 'mirage', 'marge', 'morose']"
1.0,1.0,married,marryied,M EH R IY D,married,M EH R IY D,"['married', 'varied', 'marries', 'buried', 'harried', 'ferried', 'carried', 'parried', 'merrier', 'merit']"
1.0,1.0,mathematician,mathmatician,M AE TH M AH T IH SH AH N,mathematician,M AE TH AH M AH T IH SH AH N,"['mathematician', 'mathematicians']"
0.0,0.0,mathematicians,matheticians,M AH TH EH T IH SH AH N Z,,,[]
1.0,1.0,mathematicians,mathmaticians,M AE TH M AH T IH SH AH N Z,mathematicians,M AE TH AH M AH T IH SH AH N Z,"['mathematicians', 'mathematician']"
1.0,1.0,mathematics,mathamatics,M AE TH AH M AE T IH K S,mathematics,M AE TH AH M AE T IH K S,"['mathematics', 'mathematic', 'mathematical', 'mathematically']"
1.0,1.0,medieval,medeival,M IH D IY V AH L,medieval,M IH D IY V AH L,"['medieval', 'medieval', 'bedevil', 'middling', 'meridian', 'numidia', 'medieval', 'medial', 'medulla', 'middle']"
1.0,1.0,medicine,medacine,M EH D AH S IY N,medicine,M EH D AH S AH N,"['medicine', 'madison', 'mezzanine', 'kerosene', 'melamine', 'modesty', 'medically', 'miocene', 'medicines', 'medici']"
0.0,1.0,member,memeber,M EH M IY B ER,memories,M EH M ER IY Z,"['memories', 'memorize', 'temblor', 'members', 'melbourne', 'lemberg', 'emptier', 'member', 'merrier', 'messier']"
1.0,1.0,mentioned,maintioned,M EY N SH AH N D,mentioned,M EH N SH AH N D,"['mentioned', 'mainland', 'mentions', 'mainland', 'maintained', 'maitland', 'stationed', 'summation', 'ancient', 'mention']"
1.0,1.0,messenger,messanger,M EH S EY N JH ER,messenger,M EH S AH N JH ER,"['messenger', 'messenger', 'stranger', 'endanger', 'estrange', 'messengers', 'messiaen', 'manger']"
1.0,1.0,metallic,metalic,M AH T AE L IH K,metallic,M AH T AE L IH K,"['metallic', 'mechanic', 'botanic', 'satanic', 'melodic', 'metallica', 'italics', 'italic']"
0.0,0.0,metallurgic,metalurgic,M EH T AH L ER JH IH K,metabolic,M EH T AH B AA L IH K,"['metabolic', 'metallurgy', 'metalwork', 'metallurgical']"
1.0,1.0,metallurgical,metalurgical,M EH T AH L ER JH IH K AH L,metallurgical,M EH T AH L ER JH IH K AH L,['metallurgical']
1.0,1.0,metallurgy,metalurgy,M EH T AH L ER JH IY,metallurgy,M EH T AH L ER JH IY,"['metallurgy', 'metalwork', 'mentally']"
1.0,1.0,metamorphosis,metamorphysis,M EH T AH M AO R F AH S AH S,metamorphosis,M EH T AH M AO R F AH S AH S,['metamorphosis']
1.0,1.0,midwives,midwifes,M IH D W AY F S,midwives,M IH D W AY V Z,"['midwives', 'midwest', 'midwife', 'midlife', 'midwifery']"
0.0,0.0,milieu,mileau,M IH L OW,mellow,M EH L OW,"['mellow', 'mallow', 'milo', 'miro', 'miro', 'millie', 'millay', 'miller', 'minnow', 'below', 'billow']"
0.0,0.0,milieu,mileu,M IH L UW,miller,M IH L ER,"['miller', 'millay', 'millie', 'milch', 'milne', 'mills', 'mils', 'milled', 'milt', 'milk']"
1.0,1.0,military,millitary,M IH L AH T EH R IY,military,M IH L AH T EH R IY,"['military', 'military', 'monetary', 'dilatory', 'solitary', 'missionary', 'cemetery', 'cometary', 'ministry', 'cemetery']"
1.0,1.0,millennium,milennium,M AH L EH N IY AH M,millennium,M AH L EH N IY AH M,"['millennium', 'millennial', 'polonium', 'selenium', 'malarial', 'mausoleum', 'valencia', 'millennia', 'millenniums', 'malaria']"
1.0,1.0,millennium,millenium,M AH L IY N IY AH M,millennium,M AH L EH N IY AH M,"['millennium', 'selenium', 'polonium', 'mausoleum', 'semolina', 'millennia', 'millenniums', 'molina']"
0.0,0.0,millipede,millepede,M IH L AH P IY D,milkweed,M IH L K W IY D,"['milkweed', 'philippine', 'misleads', 'mislead']"
1.0,1.0,miniature,minature,M IH N AH CH UH R,miniature,M IH N IH CH UH R,"['miniature', 'maturing', 'miniature', 'matures', 'mature']"
1.0,1.0,ministry,ministery,M IH N IH S T R IY,ministry,M IH N IH S T R IY,"['ministry', 'ministry', 'ministers', 'chemistry', 'palmistry', 'minnesota', 'military', 'industry', 'minstrel', 'mainstream']"
1.0,1.0,minuscule,miniscule,M IH N IH S K Y UW L,minuscule,M IH N AH S K Y UW L,['minuscule']
1.0,1.0,miscellaneous,miscelaneous,M IH S AH L EY N IY AH S,miscellaneous,M IH S AH L EY N IY AH S,"['miscellaneous', 'miscellany']"
1.0,1.0,miscellaneous,miscellanious,M IH S AH L EY N IY AH S,miscellaneous,M IH S AH L EY N IY AH S,"['miscellaneous', 'miscellany']"
1.0,1.0,miscellaneous,miscellanous,M IH S AH L AE N AH S,miscellaneous,M IH S AH L EY N IY AH S,['miscellaneous']
1.0,1.0,mischievous,mischeivous,M IH S CH AY V AH S,mischievous,M IH S CH AH V AH S,['mischievous']
0.0,0.0,mischievous,mischevious,M IH S K EH V IY AH S,,,[]
0.0,0.0,mischievous,mischievious,M IH S CH IY EH V IY AH S,,,[]
0.0,0.0,misdemeanour,misdameanor,M IH S D EY M IY N ER,,,[]
0.0,0.0,misdemeanour,misdemenor,M IH S D AH M EH N ER,middlemen,M IH D AH L M EH N,['middlemen']
0.0,0.0,misdemeanours,misdameanors,M IH S D EY M IY N ER Z,,,[]
0.0,0.0,misdemeanours,misdemenors,M IH S D AH M EH N ER Z,,,[]
1.0,1.0,misogynist,mysogynist,M IH Z AH JH IH N IH S T,misogynist,M IH Z AH JH IH N IH S T,['misogynist']
1.0,1.0,misogyny,mysogyny,M AY Z AH JH IH N IY,misogyny,M IH Z AH JH IH N IY,['misogyny']
1.0,1.0,missile,missle,M IH S AH L,missile,M IH S AH L,"['missile', 'missal', 'muscle', 'mussel', 'mosul', 'mitchell', 'michel', 'mitchel', 'whistle', 'middle']"
1.0,1.0,missile,misile,M IH S AH L,missile,M IH S AH L,"['missile', 'missal', 'muscle', 'mussel', 'mosul', 'mitchell', 'michel', 'mitchel', 'whistle', 'middle']"
1.0,1.0,misspelling,mispelling,M IH S P EH L IH NG,misspelling,M IH S P EH L IH NG,"['misspelling', 'dispelling', 'despairing', 'expelling', 'compelling', 'misleading', 'displaying', 'misspells', 'misspelled', 'misspelling']"
0.0,0.0,mizzen,missen,M IH S AH N,mason,M EY S AH N,"['mason', 'mawson', 'moisten', 'listen', 'missile', 'missal', 'mitten', 'mission', 'missing', 'risen']"
0.0,1.0,model,modle,M OW D AH L,modal,M OW D AH L,"['modal', 'motile', 'medal', 'meddle', 'muddle', 'middle', 'mogul', 'model', 'mobile', 'mobil']"
0.0,0.0,moment,moent,M OW N T,moaned,M OW N D,"['moaned', 'meant', 'mint', 'mount', 'mont', 'moped', 'wont', ""won't"", 'mono', 'moans']"
1.0,1.0,monasteries,monestaries,M AA N AH S T EH R IY Z,monasteries,M AA N AH S T EH R IY Z,"['monasteries', 'monastery', 'monetary']"
1.0,1.0,monetary,monestary,M OW N S T EH R IY,monetary,M AA N AH T EH R IY,"['monetary', 'ministry', 'ministry', 'mainstream', 'monastery', 'momentary']"
0.0,0.0,money,moeny,M AA AH N IY,moroni,M ER OW N IY,"['moroni', 'mayans', 'marshy', 'marley', 'barney', 'peony', 'margie', 'marquis', 'marquee', 'marcie']"
0.0,0.0,monolithic,monolite,M AA N AH L AY T,monolith,M AA N AH L IH TH,"['monolith', 'mennonite', 'monologue', 'maronite', 'monotype', 'monitored', 'monitors', 'monocle', 'monopole', 'monotone']"
0.0,0.0,more,mroe,M R OW,moreau,M ER OW,"['moreau', 'grow', 'gro', 'bro', 'trow', 'mayo', 'fro', 'crow', 'throw', 'pro']"
0.0,0.0,more,omre,AA M R AH,opera,AA P R AH,"['opera', 'henri', 'accra', 'oeuvre', 'agra', 'alma', 'okra', 'oprah', 'alta', 'ezra']"
1.0,1.0,mortgage,morgage,M AO R G IH JH,mortgage,M AO R G IH JH,"['mortgage', 'mortgage', 'morgan', 'morgen', 'forgive', 'morphing', 'portage', 'shortage', 'morning', 'mourning']"
0.0,0.0,motivated,motiviated,M OW T IH V IY EY T IH D,,,[]
1.0,1.0,movie,movei,M UW V EY,movie,M UW V IY,"['movie', 'mover', 'moved', 'moves', 'mooney', 'moody', 'hoover', 'suva', 'beauvais', 'monet']"
0.0,1.0,mucous,mucuous,M Y UW K Y UW AH S,mucus,M Y UW K AH S,"['mucus', 'mucous']"
0.0,0.0,municipalities,muncipalities,M AH N S IH P AE L IH T IY Z,,,[]
0.0,0.0,municipality,muncipality,M AH N S IH P AE L IH T IY,,,[]
0.0,0.0,murder,muder,M Y UW D ER,tudor,T Y UW D ER,"['tudor', 'mueller', 'mutes', 'cuter', 'pewter', 'huber', 'mused', 'feuds', 'humour', 'future']"
0.0,1.0,murdering,mudering,M Y UW D ER IH NG,musings,M Y UW Z IH NG Z,"['musings', 'usurping', 'amusing', 'muting', 'murdering', 'musing', 'feuding']"
0.0,1.0,mussels,muscels,M AH S AH L Z,muscles,M AH S AH L Z,"['muscles', 'mussels', 'muzzles', 'missiles', 'muscled', 'muffles', 'tussles', 'hustles', 'muddles', 'measles']"
0.0,0.0,myriad,myraid,M IH R EY D,mirrored,M IH R ER D,"['mirrored', 'married', 'millard', 'wearied', 'berate', 'mermaid', 'mirrors', 'deride', 'tirade', 'mores']"
0.0,1.0,myself,mysef,M AY S EH F,massif,M AE S IH F,"['massif', 'massif', 'bicep', 'mosel', 'midas', 'minus', 'selloff', 'myself', 'thyself', 'mites']"
1.0,1.0,mysterious,misterious,M IH S T IH R IY AH S,mysterious,M IH S T IH R IY AH S,"['mysterious', 'mistresses', 'mistresses', 'illustrious', 'listeria', 'mistrust', 'mistress', 'mysteriously']"
1.0,1.0,mysterious,misteryous,M IH S T IH R Y AH S,mysterious,M IH S T IH R IY AH S,"['mysterious', 'mistresses', 'mistresses', 'mistrust', 'mistress', 'mysteriously']"
0.0,0.0,mysterious,mysterous,M IH S T ER AH S,mistress,M IH S T R AH S,"['mistress', 'mysteries', 'mystics', 'mistral', 'mistakes', 'misstates', 'missteps', 'boisterous', 'listless', 'misfits']"
1.0,1.0,mystery,mistery,M IH S T ER IY,mystery,M IH S T ER IY,"['mystery', 'mastery', 'history', 'misters', 'history', 'musters', 'mostly', 'mustard', 'mustered', 'masters']"
0.0,0.0,natural,naturual,N AH CH UH R UW AH L,,,[]
1.0,1.0,naturally,naturaly,N AE CH R AH L IY,naturally,N AE CH R AH L IY,"['naturally', 'naturally', 'nationally', 'neutrally', 'generally', 'normally', 'actually', 'angrily', 'cheerfully', 'unnaturally']"
0.0,0.0,naturally,naturely,N EY CH ER L IY,neighbourly,N EY B ER L IY,"['neighbourly', 'nasally', 'painterly', 'waverley', 'natural', 'benchley', 'innately', 'unearthly', 'century', 'denature']"
0.0,0.0,naturally,naturually,N AH CH UH R UW AH L IY,,,[]
0.0,0.0,necessarily,neccesarily,N EH K S EH S ER AH L IY,inexorably,IH N EH K S ER AH B L IY,['inexorably']
0.0,0.0,necessarily,neccessarily,N EH K S EH S ER AH L IY,inexorably,IH N EH K S ER AH B L IY,['inexorably']
1.0,1.0,necessarily,necesarily,N EH S AH S EH R AH L IY,necessarily,N EH S AH S EH R AH L IY,"['necessarily', 'unnecessary', 'necessary', 'unnecessarily']"
1.0,1.0,necessarily,nessasarily,N EH S AH S EH R AH L IY,necessarily,N EH S AH S EH R AH L IY,"['necessarily', 'unnecessary', 'necessary', 'unnecessarily']"
0.0,0.0,necessary,neccesary,N EH K S EH S ER IY,excellency,EH K S L EH N S IY,"['excellency', 'accessory', 'accessories']"
0.0,0.0,necessary,neccessary,N EH K S EH S ER IY,excellency,EH K S L EH N S IY,"['excellency', 'accessory', 'accessories']"
1.0,1.0,necessary,necesary,N EH S AH S EH R IY,necessary,N EH S AH S EH R IY,"['necessary', 'ancillary', 'emissary', 'emissaries', 'necessarily', 'unnecessary']"
0.0,0.0,need,ened,EH N D,end,EH N D,"['end', 'and', 'and', 'owned', 'earned', 'aired', 'erred', 'nth', 'edged', 'enter']"
0.0,1.0,negligible,neglible,N EH G L AH B AH L,inedible,IH N EH D AH B AH L,"['inedible', 'ineffable', 'eligible', 'eligible', 'gullible', 'negligible', 'negligible']"
1.0,1.0,negligible,negligable,N EH G L IH G AH B AH L,negligible,N EH G L IH JH AH B AH L,"['negligible', 'negligible', 'ineligible']"
1.0,1.0,negotiate,negociate,N IH G OW S IY EY T,negotiate,N IH G OW SH IY EY T,"['negotiate', 'negotiate', 'dissociate', 'negotiator', 'negotiates']"
1.0,1.0,negotiation,negociation,N IH G OW S IY EY SH AH N,negotiation,N IH G OW SH IY EY SH AH N,"['negotiation', 'dissociation', 'negotiations']"
0.0,0.0,negotiation,negotation,N EH G AH T EY SH AH N,meditation,M EH D AH T EY SH AH N,"['meditation', 'vegetation', 'hesitation', 'recitation', 'sanitation', 'connotation', 'equitation', 'abnegation', 'annotation', 'annotations']"
0.0,0.0,neighbour,neigbour,N AY G B AW R,niagara,N AY AE G R AH,['niagara']
0.0,1.0,neighbouring,neigbouring,N AY G B ER IH NG,numbering,N AH M B ER IH NG,"['numbering', 'neighbouring']"
0.0,0.0,neighbours,neigbours,N AY G B AW R Z,,,[]
0.0,0.0,next,enxt,EH NG K S T,angst,AA NG K S T,"['angst', 'boxed', 'taxed', 'maxed', 'coaxed', 'nixed', 'bakst', 'faxed', 'mixed', 'waxed']"
0.0,1.0,niece,neice,N IY S,nice,N IY S,"['nice', 'niece', 'knees', 'ness', 'nurse', 'nice', 'gneiss', 'noyce', 'nous', 'noose']"
1.0,1.0,nickel,nickle,N IH K AH L,nickel,N IH K AH L,"['nickel', 'nickle', 'knuckle', 'nicole', 'nichole', 'nipple', 'pickle', 'nibble', 'sickle', 'fickle']"
1.0,1.0,nineteenth,ninteenth,N IH N T IY N TH,nineteenth,N AY N T IY N TH,"['nineteenth', 'ninetieth', 'fifteenth', 'nicotine', 'ernestine', 'intervene', 'nineteen']"
1.0,1.0,ninety,ninty,N IH N T IY,ninety,N AY N T IY,"['ninety', 'nifty', 'mindy', 'lindy', 'windy', 'hindi', 'shanty', 'cindy', 'monte', 'minter']"
0.0,0.0,ninth,nineth,N IH N IH TH,kenneth,K EH N IH TH,"['kenneth', 'beneath', 'ninon', 'zenith', 'linnet', 'niches', 'lilith', 'pinning', 'nipping', 'nearing']"
0.0,0.0,north,noth,N AA TH,neth,N EH TH,"['neth', 'not', 'knot', 'knopf', 'nod', 'goth', 'nom', 'notch', 'knob', 'knock', 'nock']"
1.0,1.0,northeastern,northereastern,N AO R DH ER IY S T ER N,northeastern,N AO R TH IY S T ER N,['northeastern']
0.0,1.0,northern,northen,N AO R TH AH N,norton,N AO R T AH N,"['norton', 'norman', 'northern', 'morton', 'shorten', 'morgan', 'morgen', 'mormon', 'wharton', 'horton']"
0.0,0.0,northern,nothern,N AH DH ER N,southern,S AH DH ER N,"['southern', 'nadine', 'mothers', 'laverne', 'govern', 'nunnery', 'nutters', 'nathan', 'ninon', 'nolan']"
0.0,0.0,not,nto,EH N T UW,unto,AH N T UW,"['unto', 'into', 'into', 'onto', 'onto', 'enter', 'undo', 'undue', 'anti', 'anti', 'ante', 'auntie']"
0.0,0.0,note,onot,OW N AO T,snot,S N AO T,"['snot', 'annette', 'innate', 'omit', 'inert', 'inuit', 'ovate', 'onus', 'obit', 'obit']"
1.0,1.0,notable,noteable,N OW T AH B AH L,notable,N OW T AH B AH L,"['notable', 'potable', 'nautical', 'suitable', 'sociable', 'notably', 'touchable', 'teachable', 'winnable', 'terrible']"
0.0,1.0,notably,noteably,N OW T IY AH B L IY,notables,N OW T AH B AH L Z,"['notables', 'notably', 'noticeably', 'notable']"
1.0,1.0,noticeable,noticable,N OW T AH K AH B AH L,noticeable,N OW T AH S AH B AH L,"['noticeable', 'untouchable', 'notables', 'notable']"
1.0,1.0,noticeable,noticible,N OW T IH S AH B AH L,noticeable,N OW T AH S AH B AH L,"['noticeable', 'noticeably', 'notables', 'notable']"
0.0,1.0,noticing,noticeing,N OW T AH S IY IH NG,notifying,N OW T AH F AY IH NG,"['notifying', 'noticing']"
1.0,1.0,notoriety,noteriety,N OW T ER AY AH T IY,notoriety,N OW T ER AY AH T IY,['notoriety']
0.0,0.0,nouveau,noveau,N OW V OW,nova,N OW V AH,"['nova', 'nolo', 'never', 'neva', 'navy', 'nervy', 'lobo', 'hobo', 'mojo', 'mono']"
0.0,1.0,nuclear,nucular,N UW K Y AH L ER,jugular,JH UW G Y AH L ER,"['jugular', 'jocular', 'circular', 'secular', 'tubular', 'newcastle', 'newcomers', 'newcomer', 'nuclear', 'annular']"
0.0,1.0,nuclear,nuculear,N UW K Y UW L IY ER,nonnuclear,N AA N UW K L IY ER,"['nonnuclear', 'nuclear']"
1.0,1.0,nuisance,nuisanse,N UW S AE N S,nuisance,N UW S AH N S,"['nuisance', 'susannah', 'incense', 'incense', 'finance', 'finance', 'finance', 'niceness', 'askance', 'enhance']"
1.0,1.0,nuisance,nusance,N UW S AH N S,nuisance,N UW S AH N S,"['nuisance', 'loosens', 'license', 'licence', 'nascent', 'loosened', 'absence', 'numerous', 'incense', 'incense']"
0.0,1.0,nutrient,nutritent,N UW T R IH T AH N T,nutrients,N UW T R IY AH N T S,"['nutrients', 'nutrient', 'nutrition']"
1.0,1.0,nutrients,nutritents,N UW T R IH T AH N T S,nutrients,N UW T R IY AH N T S,['nutrients']
1.0,1.0,obedience,obediance,OW B IY D IY AH N S,obedience,OW B IY D IY AH N S,"['obedience', 'obedient']"
1.0,1.0,obedient,obediant,OW B IY D IY AH N T,obedient,OW B IY D IY AH N T,"['obedient', 'obedience', 'obediently']"
1.0,1.0,obstacle,obstacal,AA B S T AH K AH L,obstacle,AA B S T AH K AH L,"['obstacle', 'obstinate', 'particle', 'farcical', 'obstacles', 'articles', 'article', 'ossicles']"
1.0,1.0,occasion,ocasion,OW K EY ZH AH N,occasion,AH K EY ZH AH N,"['occasion', 'evasion', 'evasion', 'ovation', 'suasion', 'erosion', 'corrosion', 'craven', 'clayton', 'creighton']"
0.0,0.0,occasion,ocassion,OW K AE SH AH N,omission,OW M IH SH AH N,"['omission', 'ovation', 'emotion', 'emotion', 'question', 'laotian', 'laotian', 'coercion', 'diction', 'suction']"
1.0,1.0,occasion,occassion,AH K AE SH AH N,occasion,AH K EY ZH AH N,"['occasion', 'assertion', 'edition', 'addition', 'aleutian', 'assassin', 'question', 'prussian', 'coercion', 'awaken']"
1.0,1.0,occasional,ocasional,OW K EY ZH AH N AH L,occasional,AO K EY ZH AH N AH L,"['occasional', 'erosional', 'occasionally', 'vocational']"
0.0,0.0,occasional,ocassional,OW K AE SH AH N AH L,irrational,IH R AE SH AH N AH L,"['irrational', 'emotional', 'emotional', 'sectional', 'fictional', 'factional', 'cantonal', 'vocational', 'rational', 'national']"
0.0,0.0,occasional,occassional,AH K AE SH AH N AH L,irrational,IH R AE SH AH N AH L,"['irrational', 'additional', 'sectional', 'fictional', 'factional', 'cantonal', 'uncannily', 'rational', 'national', 'rationally']"
1.0,1.0,occasionally,ocasionally,OW K EY ZH AH N AH L IY,occasionally,AO K EY ZH AH N AH L IY,"['occasionally', 'occasional', 'vocational']"
1.0,1.0,occasionally,ocasionaly,OW K EY ZH AH N AH L IY,occasionally,AO K EY ZH AH N AH L IY,"['occasionally', 'occasional', 'vocational']"
0.0,0.0,occasionally,ocassionally,OW K AE SH N AH L IY,irrationally,IH R AE SH N AH L IY,"['irrationally', 'emotionally', 'emotionally', 'scantily', 'uncannily', 'rationally', 'nationally', 'rationally', 'nationally']"
0.0,0.0,occasionally,occassionally,AH K AE SH N AH L IY,irrationally,IH R AE SH N AH L IY,"['irrationally', 'scantily', 'uncannily', 'rationally', 'nationally', 'rationally', 'nationally', 'functionally']"
0.0,0.0,occasionally,occassionaly,AH K AE SH AH N AH L IY,irrationally,IH R AE SH AH N AH L IY,"['irrationally', 'additionally', 'functionally', 'rationally', 'nationally', 'passionately', 'fashionably', 'functionally', 'uncannily', 'functional']"
1.0,1.0,occasioned,ocasioned,OW K EY ZH AH N D,occasioned,AO K EY ZH AH N D,"['occasioned', 'occasions', 'equation', 'located', 'occasion', 'oakland', 'caucasian', 'location', 'vocation']"
0.0,0.0,occasioned,ocassioned,OW K AE SH AH N D,sectioned,S EH K SH AH N D,"['sectioned', 'captioned', 'captions', 'oceanside', 'auctioned', 'fashioned', 'cautioned', 'oakland', 'cautioned', 'rationed']"
0.0,0.0,occasioned,occassioned,AH K AE SH AH N D,awakened,AH W EY K AH N D,"['awakened', 'sectioned', 'captioned', 'captions', 'accretion', 'accession', 'affection', 'addiction', 'fashioned', 'cautioned']"
1.0,1.0,occasions,ocasions,OW K EY ZH AH N Z,occasions,AO K EY ZH AH N Z,"['occasions', 'occasioned', 'evasions', 'evasions', 'ovations', 'cravens', 'equation', 'poconos', 'occasion', 'equations']"
0.0,0.0,occasions,ocassions,OW K AE SH AH N Z,omissions,OW M IH SH AH N Z,"['omissions', 'ovations', 'emotions', 'emotions', 'sections', 'fictions', 'captions', 'factions', 'captioned', 'canyons']"
0.0,0.0,occasions,occassions,AH K AE SH AH N Z,assertions,AH S ER SH AH N Z,"['assertions', 'additions', 'aleutians', 'assassins', 'awakens', 'sections', 'captions', 'fictions', 'factions', 'captioned']"
1.0,1.0,occur,occurr,AH K ER,occur,AH K ER,"['occur', 'ochre', 'acre', 'ocker', 'upper', 'utter', 'other', 'uther', 'usher', 'egger']"
0.0,1.0,occur,ocurr,OW K ER,ochre,OW K ER,"['ochre', 'ogre', 'oka', 'okay', 'occur', 'okie', 'acre', 'ocker', 'oaks', 'over']"
1.0,1.0,occurred,occured,AH K ER D,occurred,AH K ER D,"['occurred', 'occurs', 'uttered', 'ushered', 'echoed', 'okayed', 'acres', 'uppers', 'avert', 'skirt']"
0.0,1.0,occurred,ocurred,OW K ER D,okayed,OW K EY D,"['okayed', 'occurred', 'echoed', 'okays', 'overt', 'overt', 'occurs', 'offered', 'acres', 'skirt']"
0.0,1.0,occurrence,occurance,AA K Y ER AH N S,accuracy,AE K Y ER AH S IY,"['accuracy', 'tolerance', 'recurrence', 'recurrence', 'arcturus', 'arkansas', 'currencies', 'occurrence', 'currents', 'uranus']"
0.0,0.0,occurrence,occurence,AH K Y UH R AH N S,accordance,AH K AO R D AH N S,"['accordance', 'assurance', 'curious', 'curacao']"
1.0,1.0,occurrence,occurrance,AH K ER AH N S,occurrence,AH K ER AH N S,"['occurrence', 'utterance', 'abeyance', 'alliance', 'annoyance', 'allowance', 'askance', 'accounts', 'cadence', 'otherness']"
1.0,1.0,occurrence,ocurrance,AO K ER AH N S,occurrence,AH K ER AH N S,"['occurrence', 'auctions', 'utterance', 'audience', 'auctioned', 'lawrence', 'laurence', 'torrance', 'cadence', 'curtains']"
1.0,1.0,occurrence,ocurrence,OW K ER AH N S,occurrence,AH K ER AH N S,"['occurrence', 'utterance', 'oakland', 'cadence', 'openness', 'tokens', 'curtains', 'commence', 'akkerman', 'overrun']"
0.0,1.0,occurrences,occurances,AA K Y ER AH N S IH Z,tolerances,T AA L ER AH N S IH Z,"['tolerances', 'occurrences']"
0.0,0.0,occurrences,occurences,AH K Y UH R AH N S IH Z,assurances,AH SH UH R AH N T S IH Z,"['assurances', 'assurances']"
1.0,1.0,occurrences,occurrances,AH K ER AH N S IH Z,occurrences,AH K ER AH N S IH Z,"['occurrences', 'utterances', 'alliances', 'annoyances', 'allowances', 'cadences', 'confesses', 'considers', 'currencies', 'concurrence']"
1.0,1.0,occurring,occuring,AH K ER IH NG,occurring,AH K ER IH NG,"['occurring', 'uttering', 'ushering', 'echoing', 'entering', 'offering', 'spring', 'spurring', 'acting', 'skiing']"
1.0,1.0,octahedral,octohedral,AA K T OW HH IY D R AH L,octahedral,AA K T AH HH IY D R AH L,"['octahedral', 'octahedron']"
1.0,1.0,octahedron,octohedron,AA K T OW HH IY D R AH N,octahedron,AA K T AH HH IY D R AH N,"['octahedron', 'octahedral']"
0.0,1.0,official,offical,AO F IH K AH L,oracle,AO R AH K AH L,"['oracle', 'ethical', 'icicle', 'official', 'stickle', 'vehicle', 'trickle', 'freckle', 'fiscal', 'tinkle']"
0.0,0.0,officially,offically,AO F IH K L IY,prickly,P R IH K L IY,"['prickly', 'quickly', 'slickly', 'fiercely', 'frisky', 'softly', 'lawfully', 'haughtily', 'fiscal', 'finicky']"
0.0,0.0,officially,officaly,AO F IH K L IY,prickly,P R IH K L IY,"['prickly', 'quickly', 'slickly', 'fiercely', 'frisky', 'softly', 'lawfully', 'haughtily', 'fiscal', 'finicky']"
1.0,1.0,officially,officialy,AH F IH SH AH L IY,officially,AH F IH SH AH L IY,"['officially', 'officials', 'initially', 'officiate', 'affiliate', 'affiliate', 'fitfully', 'fiscally', 'foolishly', 'viciously']"
1.0,1.0,omission,omision,OW M IH ZH AH N,omission,OW M IH SH AH N,"['omission', 'immersion', 'emission', 'parisian', 'derision', 'smidgen', 'smitten', 'omitted', 'evasion', 'erosion']"
